filename,source,original_size,word_count,avg_complexity,lzma_ratio,lzma_size,bz2_ratio,bz2_size,gzip_ratio,gzip_size,zlib_ratio,zlib_size,zstd_ratio,zstd_size,brotli_ratio,brotli_size,ppmd_ratio,ppmd_size
019_old_woman_wine_jar.txt,Human,121,21,0.9820936639118457,1.421487603305785,172,1.0495867768595042,127,0.9669421487603306,117,0.8677685950413223,105,0.8429752066115702,102,0.743801652892562,90,,
020_fox_and_grapes.txt,Human,684,140,0.6030701754385965,0.7368421052631579,504,0.6169590643274854,422,0.5906432748538012,404,0.5730994152046783,392,0.5935672514619883,406,0.5073099415204678,347,,
020_rich_man_and_tanner.txt,Human,147,26,0.8752834467120181,1.251700680272109,184,0.9319727891156463,137,0.8639455782312925,127,0.782312925170068,115,0.7687074829931972,113,0.6530612244897959,96,,
021_serpent_and_file.txt,Human,443,92,0.6884875846501128,0.8758465011286681,388,0.7200902934537246,319,0.6659142212189616,295,0.6388261851015802,283,0.6591422121896162,292,0.5711060948081265,253,,
021_straw_coal_bean.txt,Human,507,95,0.5900723208415516,0.757396449704142,384,0.6015779092702169,305,0.5798816568047337,294,0.5562130177514792,282,0.5857988165680473,297,0.45956607495069035,233,,
022_bald_man_and_fly.txt,Human,595,119,0.6005602240896358,0.7394957983193278,440,0.6184873949579832,368,0.5865546218487395,349,0.5663865546218487,337,0.5882352941176471,350,0.5042016806722689,300,,
022_old_sultan.txt,Human,484,89,0.5988292011019284,0.768595041322314,372,0.6239669421487604,302,0.5909090909090909,286,0.5661157024793388,274,0.5888429752066116,285,0.45454545454545453,220,,
023_fox_and_mask.txt,Human,521,100,0.6407549584133078,0.8061420345489443,420,0.6621880998080614,345,0.6295585412667947,328,0.6065259117082533,316,0.6257197696737045,326,0.5143953934740882,268,,
023_frog_prince.txt,Human,368,72,0.657608695652174,0.8695652173913043,320,0.6793478260869565,250,0.6358695652173914,234,0.6032608695652174,222,0.6385869565217391,235,0.5190217391304348,191,,
024_cat_mouse_partnership.txt,Human,351,67,0.6566951566951567,0.8660968660968661,304,0.7008547008547008,246,0.6438746438746439,226,0.6096866096866097,214,0.6495726495726496,228,0.4700854700854701,165,,
024_man_and_satyr.txt,Human,628,129,0.5565286624203821,0.6878980891719745,432,0.5668789808917197,356,0.5493630573248408,345,0.5302547770700637,333,0.554140127388535,348,0.45063694267515925,283,,
025_country_mouse_city_mouse.txt,Human,825,162,0.5357575757575758,0.6448484848484849,532,0.5587878787878788,461,0.5284848484848484,436,0.5139393939393939,424,0.5309090909090909,438,0.43757575757575756,361,,
025_viper_and_file.txt,Human,134,24,0.9502487562189055,1.373134328358209,184,1.0597014925373134,142,0.9402985074626866,126,0.8507462686567164,114,0.8432835820895522,113,0.6343283582089553,85,,
026_cat_and_cock.txt,Human,146,29,0.9041095890410958,1.3150684931506849,192,0.9452054794520548,138,0.8767123287671232,128,0.7945205479452054,116,0.7808219178082192,114,0.7123287671232876,104,,
026_lion_and_mouse.txt,Human,863,179,0.5552336809578988,0.6628041714947857,572,0.5724217844727694,494,0.5457705677867902,471,0.5318655851680185,459,0.541135573580533,467,0.47740440324449596,412,,
027_soldier_and_horse.txt,Human,261,47,0.7260536398467433,1.0114942528735633,264,0.7931034482758621,207,0.7126436781609196,186,0.6666666666666666,174,0.6781609195402298,177,0.4942528735632184,129,,
027_wolf_in_sheeps_clothing.txt,Human,669,130,0.570254110612855,0.7055306427503737,472,0.5814648729446936,389,0.5635276532137519,377,0.5455904334828101,365,0.5605381165919282,375,0.4648729446935725,311,,
028_golden_bird.txt,Human,332,52,0.6656626506024096,0.8795180722891566,292,0.7048192771084337,234,0.6626506024096386,220,0.6265060240963856,208,0.6325301204819277,210,0.4879518072289157,162,,
028_goose_golden_eggs.txt,Human,661,129,0.5885022692889561,0.7261724659606656,480,0.6021180030257186,398,0.5869894099848714,388,0.5688350983358548,376,0.583963691376702,386,0.4629349470499244,306,,
029_boy_who_cried_wolf.txt,Human,1076,200,0.4955080545229244,0.587360594795539,632,0.49535315985130113,533,0.49349442379182157,531,0.48234200743494426,519,0.49349442379182157,531,0.42100371747211895,453,,
029_hans_in_luck.txt,Human,317,65,0.6619348054679285,0.8706624605678234,276,0.7160883280757098,227,0.6466876971608833,205,0.6088328075709779,193,0.6151419558359621,195,0.5141955835962145,163,,
030_jorinda_and_jorindel.txt,Human,298,53,0.6935123042505593,0.9395973154362416,280,0.7348993288590604,219,0.674496644295302,201,0.6342281879194631,189,0.6308724832214765,188,0.5469798657718121,163,,
030_ugly_duckling.txt,Human,728,135,0.5677655677655677,0.6923076923076923,504,0.5975274725274725,435,0.5604395604395604,408,0.5439560439560439,396,0.5645604395604396,411,0.4478021978021978,326,,
031_three_little_pigs.txt,Human,744,144,0.4807347670250896,0.5698924731182796,424,0.4986559139784946,371,0.4717741935483871,351,0.45564516129032256,339,0.47580645161290325,354,0.41263440860215056,307,,
031_travelling_musicians.txt,Human,323,56,0.6888544891640866,0.9287925696594427,300,0.718266253869969,232,0.6780185758513931,219,0.6408668730650154,207,0.6749226006191951,218,0.49226006191950467,159,,
032_fox_and_leopard.txt,Human,213,38,0.784037558685446,1.051643192488263,224,0.8591549295774648,183,0.7605633802816901,162,0.704225352112676,150,0.704225352112676,150,0.6244131455399061,133,,
032_little_red_riding_hood.txt,Human,767,137,0.5195567144719687,0.6205997392438071,476,0.559322033898305,429,0.5110821382007823,392,0.4954367666232073,380,0.5071707953063885,389,0.423728813559322,325,,
033_goldilocks_three_bears.txt,Human,777,141,0.4626769626769627,0.5508365508365508,428,0.49935649935649934,388,0.4543114543114543,353,0.43886743886743884,341,0.4465894465894466,347,0.3861003861003861,300,,
033_miser_and_gold.txt,Human,242,46,0.7272727272727273,0.9917355371900827,240,0.78099173553719,189,0.7107438016528925,172,0.6611570247933884,160,0.6652892561983471,161,0.5537190082644629,134,,
034_gingerbread_man.txt,Human,622,123,0.584941050375134,0.707395498392283,440,0.5996784565916399,373,0.5659163987138264,352,0.5466237942122186,340,0.5707395498392283,355,0.5192926045016077,323,,
034_horse_and_ass.txt,Human,234,40,0.732905982905983,0.9914529914529915,232,0.7991452991452992,187,0.7307692307692307,171,0.6794871794871795,159,0.6752136752136753,158,0.5213675213675214,122,,
035_emperor_new_clothes.txt,Human,823,141,0.5313892264074525,0.6415552855407047,528,0.5540704738760632,456,0.528554070473876,435,0.5139732685297691,423,0.5224787363304981,430,0.42770352369380316,352,,
035_serpent_and_eagle.txt,Human,254,43,0.723753280839895,0.9606299212598425,244,0.7716535433070866,196,0.6968503937007874,177,0.6496062992125984,165,0.6535433070866141,166,0.610236220472441,155,,
036_dog_and_wolf.txt,Human,274,51,0.7281021897810219,0.9781021897810219,268,0.7846715328467153,215,0.718978102189781,197,0.6751824817518248,185,0.6715328467153284,184,0.5401459854014599,148,,
036_thumbelina.txt,Human,782,148,0.5618073316283035,0.690537084398977,540,0.5664961636828645,443,0.5588235294117647,437,0.5434782608695652,425,0.5575447570332481,436,0.4539641943734015,355,,
037_ant_and_grasshopper.txt,Human,239,40,0.7140864714086472,0.9539748953974896,228,0.7866108786610879,188,0.7071129707112971,169,0.6569037656903766,157,0.6527196652719666,156,0.5271966527196653,126,,
037_little_match_girl.txt,Human,793,148,0.5611601513240857,0.6759142496847415,536,0.5825977301387137,462,0.5598991172761665,444,0.544766708701135,432,0.5535939470365699,439,0.4501891551071879,357,,
038_snow_white.txt,Human,828,147,0.5257648953301127,0.6328502415458938,524,0.5483091787439613,454,0.5205314009661836,431,0.5060386473429952,419,0.5169082125603864,428,0.42995169082125606,356,,
038_town_mouse_country_mouse.txt,Human,279,49,0.6768219832735962,0.9032258064516129,252,0.7240143369175627,202,0.6594982078853047,184,0.6164874551971327,172,0.6272401433691757,175,0.5304659498207885,148,,
039_bundle_of_sticks.txt,Human,238,42,0.7282913165266106,0.9915966386554622,236,0.7941176470588235,189,0.7100840336134454,169,0.6596638655462185,157,0.6722689075630253,160,0.542016806722689,129,,
039_rapunzel.txt,Human,905,165,0.5292817679558011,0.6276243093922652,568,0.5458563535911602,494,0.523756906077348,474,0.5104972375690607,462,0.5226519337016574,473,0.4453038674033149,403,,
040_fox_and_stork.txt,Human,249,50,0.6860776439089692,0.9156626506024096,228,0.7389558232931727,184,0.6666666666666666,166,0.6184738955823293,154,0.6104417670682731,152,0.5662650602409639,141,,
040_sleeping_beauty.txt,Human,875,154,0.5331428571428571,0.64,560,0.544,476,0.5291428571428571,463,0.5154285714285715,451,0.5257142857142857,460,0.44457142857142856,389,,
